,0
draft,1
drag,3
dragged,0
dragging,0
dragon,0
dragonball,1
dragonballz,2
dragons,0
dragqueen,4
drain,0
drainage,0
drake,1
drama,2
dramatic,0
drank,0
draper,0
drapery,1
drastic,0
drastically,0
draw,1
drawback,0
drawer,0
drawing,3
drawings,0
drawn,0
draws,0
dreaded,0
dreadful,0
dreadlocks,0
dream,4
dreamcatcher,0
dreamed,0
dreamer,0
dreamers,0
dreamin,1
dreaming,1
dreams,0
dreamscape,0
dreamt,0
dreamy,0
dregs,0
dresden,2
dress,1
dressed,1
dresses,0
dressing,1
drew,0
drews,0
dried,1
dries,1
drill,0
drilled,0
drilling,0
drills,0
drink,8
drinkable,0
drinker,0
drinkin,0
drinking,7
drinks,1
drip,9
dripping,0
drive,10
driven,0
driver,0
drivers,2
drives,0
driveway,1
driving,1
drizzle,0
drizzly,0
drk,0
drone,2
drones,0
drool,0
drop,6
droplets,0
dropped,0
dropping,2
drops,1
drove,0
droves,0
drown,0
drowning,0
drug,2
drugs,2
druid,0
drum,0
drumline,0
drummer,1
drummers,0
drumming,0
drums,0
drunk,3
dry,3
dryer,0
ds,1
dt,0
du,2
dual,0
dubai,22
dubbed,0
dublin,5
dubs,0
ducati,1
duck,0
ducked,0
ducking,0
ducklings,0
ducks,1
ducktales,1
duddy,0
dude,3
duder,2
dudes,1
dudettes,1
dudley,1
due,42
duet,0
duff,0
dufferin,0
dug,0
duh,0
duisburg,0
duke,0
duked,0
dukes,0
dull,0
dullness,1
duluth,0
dumb,0
dumbass,0
dumbbells,0
dumber,1
dumbfounded,0
dummies,0
dump,0
dumped,0
dumping,0
dumplings,0
dumps,1
dun,0
dune,0
dunes,0
dung,0
dungarees,0
dungeon,0
dunk,0
dunkin,0
dunlap,0
dunno,1
duo,0
duos,0
dupont,0
dur,0
durable,0
duran,0
durante,0
duration,0
durban,4
durga,2
durham,0
duritz,0
durring,0
dusk,0
dust,2
dusted,0
duster,0
dutch,1
duties,2
dutifully,0
duty,1
duval,0
duvet,0
dvd,0
dw,1
dwarfs,3
dwell,0
dweller,0
dwellers,0
dwelling,0
dwight,1
dx,0
dy,0
dye,0
dying,3
dynamic,0
dynamics,0
dynamite,0
dysfunction,0
dysfunctional,1
dystopia,0
dystopian,0
e,17
ea,0
eachother,0
eager,0
eagle,0
eagles,0
ealing,0
eamonn,0
ear,2
earlier,8
earn,2
earned,2
earnestly,0
earning,0
earnings,0
earrings,0
ears,0
earth,12
earthlings,0
earthquake,0
ease,2
easel,1
easier,0
easiest,0
easily,0
easing,0
east,14
eastbourne,0
easter,9
eastern,1
eastertime,0
easton,0
eastside,1
eastwood,0
easy,6
eat,9
eaten,3
eater,0
eatery,0
eating,4
eats,1
eavesdropper,0
eb,0
ebay,0
eberts,0
ebola,1
ebony,0
ec,0
echo,0
eclectic,0
eclipse,0
eco,1
ecology,0
economic,2
economical,0
economically,0
economics,1
economies,0
economist,0
economists,0
economy,7
ecuador,0
ed,0
eddie,0
eddy,1
ede,0
eden,1
edge,0
edges,1
edging,0
edibles,0
edie,0
edinburgh,3
edit,0
edited,2
editing,2
edition,1
editor,0
editorial,0
edits,0
edmond,0
edmonton,1
edmunds,0
edna,0
edo,1
edt,0
educate,1
educated,0
educates,0
educating,0
education,1
educational,1
educative,3
educator,1
educators,0
edvard,0
edward,0
edwards,0
edwin,1
ee,0
een,0
eerie,0
eerily,0
ef,0
eff,1
effect,1
effected,0
effecting,0
effective,5
effectively,1
effects,4
efficacy,1
efficiency,0
efficient,2
effin,0
effort,4
effortless,0
effortlessly,0
efforts,4
efx,0
egg,0
eggs,2
ego,2
egomaniac,0
egos,0
egypt,0
egyptian,0
egyptology,0
eh,0
ehh,0
ehn,2
ei,0
eifel,0
eiffel,0
eight,3
eighty,0
ein,0
einstein,1
eire,1
ek,0
eke,0
ekg,0
eklavya,4
eko,0
ekta,0
el,8
elaborate,1
elan,0
elastic,0
elbow,0
elbows,0
elder,0
elderly,0
eleanor,0
elec,1
elected,0
election,0
elections,1
elective,0
electric,1
electrical,0
electrician,1
electricity,0
electrifying,0
electro,0
electrocuted,0
electrolytes,0
electronic,0
electronica,0
electronics,0
elegance,0
elegant,0
element,0
elemental,2
elementary,0
elements,0
elephant,0
elevate,0
elevated,1
elevation,0
elevator,1
eleven,1
eleventh,0
elf,0
eli,0
elia,0
eliane,0
eligible,3
elijah,0
eliminate,0
eliminated,0
eliminating,0
elimination,0
elisa,0
elisabeth,0
elise,0
elite,0
elites,0
elixir,3
eliza,0
elizabeth,0
elk,0
elke,0
elkins,1
ella,0
ellen,1
ellie,1
elliott,1
ellis,0
elm,0
elopement,0
els,0
elsa,1
else,10
elsewhere,0
elsie,0
elton,0
elucidate,0
email,0
emails,1
emanated,0
emasculated,1
embankment,0
embarcadero,0
embarrass,0
embassy,0
embezzled,0
embodies,0
embodying,0
embrace,1
embracing,0
emcee,0
emerald,0
emerge,0
emerged,1
emergencies,1
emergency,10
emergent,0
emerges,0
emerging,0
emil,0
emilio,1
emily,0
eminem,0
eminent,0
emir,0
emirate,2
emissions,1
emma,0
emmanuel,1
emo,0
emory,0
emotion,0
emotional,1
emotionally,3
emotions,2
empathy,0
emphasis,0
empire,0
employed,1
employee,1
employees,3
employer,1
employers,0
employment,2
empower,0
empowering,0
empowerment,0
empress,0
emptiness,0
empty,227
ems,0
emt,0
en,4
enables,0
enabling,1
enacted,0
enchanting,0
encino,0
enclosure,0
encore,0
encounter,1
encountered,0
encounters,0
encourage,1
encouraged,2
encouragement,0
encouraging,0
end,15
endanger,0
endangering,0
endeavor,0
endeavors,0
endeavour,1
ended,3
endgame,0
ending,1
endless,0
endorse,0
endorsed,0
endorsement,0
endorses,1
ends,3
endurance,1
endure,0
enemies,1
enemy,0
energetic,0
energies,0
energized,0
energy,1
enfield,0
enforce,0
enforced,0
enforcement,2
enforcers,0
enforcing,0
engage,0
engaged,0
engagement,0
engagements,8
engaging,0
engel,0
engine,0
engineer,0
engineered,0
engineering,0
engineers,0
england,2
engraved,1
engraving,0
engrossed,0
engulfed,0
enhance,0
enhanced,0
enhancement,0
enhancing,0
enjoy,4
enjoyable,0
enjoyed,1
enjoying,1
enjoyment,0
enjoys,0
enlarges,0
enlighten,1
enlightened,0
enlightening,1
enlightment,0
enormous,0
enquires,0
enquiries,0
enriched,0
enroll,1
enroute,0
ensure,4
ensuring,2
entebbe,1
enter,3
entered,1
entering,0
enterprise,0
enterprises,0
enters,1
entertaiment,0
entertain,0
entertained,1
entertainer,0
entertainers,0
entertaining,0
entertainment,4
enthusiasm,0
enthusiastic,0
enticing,0
entire,5
entirely,0
entitled,0
entrenched,0
entrepreneur,1
entrepreneurs,3
entries,0
entry,1
enveloped,0
envelopes,0
environ,0
environment,2
environmental,1
environmentally,0
environments,0
envogue,0
envoy,2
envy,1
enzo,0
eon,0
ep,2
epa,0
epic,1
epicenter,0
epicentre,1
epidemic,6
epidemics,1
epidemiologist,0
epidemy,0
epilepsy,1
episode,11
episodes,0
eps,0
equal,0
equality,0
equalizer,0
equally,0
equip,0
equipment,3
equipped,1
equipping,0
equity,0
equivalent,0
era,3
eradicate,0
eradicated,0
erase,2
eric,0
erica,1
ericka,0
erie,0
erik,0
erika,0
erin,0
erman,0
erna,0
ernie,0
ernst,0
eroding,0
erosion,0
erotic,0
erotica,0
err,0
errand,0
errands,1
error,0
es,3
escalate,0
escalating,0
escalator,1
escapades,1
escape,0
escaped,1
escapee,1
escaping,0
escondido,0
escort,1
escorted,0
escorting,0
ese,0
esha,0
esoteric,0
esp,0
especiallly,0
especially,6
espn,1
espresso,1
essay,0
essen,2
essential,6
essentially,0
essentials,2
essex,5
est,0
establish,0
established,0
establishments,1
estate,6
estates,1
esteemed,0
ester,0
esther,0
esthetics,0
estimated,0
estimates,1
et,6
etc,5
etching,0
etchings,0
eternal,1
eternally,0
eternity,0
ethanol,1
ether,0
ethical,0
ethiopia,0
ethiopian,1
ethnic,1
ethnicity,1
ethyl,0
etv,0
eu,0
eugene,1
eugenics,0
eun,0
eurasia,1
eurasian,0
eureka,0
europe,2
european,0
ev,0
eva,0
evacuation,0
evaluate,0
evaluation,0
evan,1
evans,0
eve,0
evening,6
evenings,0
evenly,0
event,8
eventful,0
eventhough,0
events,8
eventually,0
everest,0
everett,0
evergreen,0
everlasting,0
everyday,4
everyman,0
everytime,0
everywhere,5
everywoman,0
evicted,1
eviction,1
evictions,0
evidence,1
evil,2
evolution,0
evolutionary,0
evolve,0
evolving,0
ew,0
ewa,0
ewe,0
ewwwwww,0
ex,0
exact,0
exactly,4
exacts,0
exam,0
examination,0
examine,1
examined,0
example,2
examples,1
exams,0
excalibur,0
excavating,0
excavation,0
exceed,0
excellent,0
exception,0
exceptional,0
exceptionally,0
exceptions,0
excercise,1
excerpt,1
excess,0
excessive,0
exchange,1
excited,6
excitement,1
exciting,0
excluded,0
excluding,0
exclusion,0
exclusive,1
exclusively,1
exclusives,0
excrete,0
excuse,2
excuses,0
exec,0
executive,4
executives,0
exemption,0
exemptions,0
exercise,20
exercises,1
exercising,0
exeter,1
exhale,1
exhaust,0
exhausted,1
exhaustion,0
exhausts,0
exhibition,2
exhibitions,1
exile,0
exist,0
existant,0
existed,1
existence,0
existing,0
exists,0
exit,1
exodus,2
exotic,1
expand,0
expanding,0
expands,0
expanses,0
expat,0
expect,2
expectation,1
expectations,0
expected,2
expecting,0
expects,0
expedite,1
expeditions,0
expense,0
expenses,0
expensive,0
experience,1
experienced,0
experiences,2
experiencing,0
experiment,1
experimental,1
experimented,1
experimenting,1
experiments,0
expert,2
expertise,0
experts,4
expire,0
expired,0
explain,2
explained,0
explaining,0
explains,0
explanation,2
exploded,0
explodes,0
exploit,0
exploiting,0
exploration,0
explorations,0
explore,10
explorer,0
explorers,0
exploring,1
expo,0
exponential,2
exponentially,0
export,0
exporting,0
exports,0
expose,0
exposed,2
exposes,0
exposing,0
exposure,0
express,0
expressed,0
expression,1
expressive,0
exquisite,0
extend,1
extended,0
extending,0
extension,3
extensions,1
extent,1
exterior,0
extinction,0
extra,7
extraction,0
extraordinary,0
extras,0
extreme,1
extremely,3
extremes,0
extrovert,0
extroverts,0
ey,0
eye,1
eyeballs,0
eyebrow,0
eyebrows,1
eyed,0
eyelash,0
eyelashes,0
eyelids,0
eyes,4
eyeshadow,0
eyewitness,0
ezekiel,0
f,8
fa,2
faaar,1
fab,0
faber,0
fabian,0
fable,0
fabric,0
fabricated,1
fabrication,0
fabrics,0
fabulous,1
face,245
facebook,23
faced,0
facemasks,6
faces,3
facial,2
facilitated,1
facilitator,0
facilities,3
facility,0
facing,0
fact,2
factor,0
factories,0
factors,0
factory,1
facts,3
faculty,0
fad,0
fade,0
faded,0
fades,1
fading,0
fail,2
failed,0
fails,1
failure,2
failures,0
fair,2
fairfax,1
fairly,1
fairview,0
fairy,0
faith,3
faithful,0
faithfull,0
faithfully,1
faithless,0
fake,6
falafel,0
falcon,0
falcons,0
falk,0
fall,1
fallen,0
falling,0
fallon,0
fallout,1
falls,3
false,18
fam,2
fame,0
famiglia,0
familia,0
familiar,0
families,4
family,29
famines,1
famous,0
fan,2
fancy,2
fanged,0
fangs,0
fannie,0
fans,1
fanta,1
fantasizing,0
fantastic,0
fantastique,0
fantasy,1
faq,0
farah,0
fare,0
fared,1
fargo,0
farhan,0
faris,0
farm,1
farmer,0
farmers,1
farming,1
farms,1
farnham,0
faro,0
fart,0
farther,0
farwell,1
fascinated,0
fascinating,0
fashion,6
fashionable,0
fashionista,1
fashions,2
fast,8
fasted,1
faster,1
fastest,0
fastforward,0
fat,3
fatal,0
fatalities,3
fate,1
fated,0
father,3
fatherhood,0
fathers,0
fathom,1
fatima,0
fatter,0
fatty,1
fatwa,0
faucet,0
fault,0
faulty,0
faux,0
fav,0
fave,0
favela,0
favelas,0
faves,0
favor,0
favorite,3
favorites,0
favourable,0
favourite,1
favs,0
fay,1
faze,0
fc,0
fda,0
fdny,2
fdr,0
fe,1
fear,19
feared,0
fearing,0
fearless,0
fears,1
feasible,0
feast,0
feat,0
feathers,0
feature,1
featured,4
features,3
featuring,1
feb,0
february,1
feces,0
fed,0
federal,3
federation,0
fedex,0
fee,7
feed,4
feedback,0
feeder,0
feeding,0
feel,9
feelgood,0
feelin,0
feeling,5
feelings,0
feels,8
fees,0
feet,5
feign,2
fein,0
feline,0
feliz,0
fell,0
fella,0
fellas,0
felling,0
fellow,2
fellowship,0
felony,0
felt,5
female,1
females,0
femi,0
feminism,0
feminist,0
femme,0
fence,0
fences,0
fencing,0
fender,0
feral,0
fermented,1
ferocious,0
ferrari,0
ferry,0
fest,0
festa,0
festering,1
festival,3
festivals,0
festive,0
festivities,1
fetched,0
fete,1
fetish,0
fetty,0
fever,3
fevered,0
fewer,0
ff,0
fff,0
ffs,0
fg,1
fi,2
fia,1
fiber,0
fiberglass,0
fibers,0
fiction,0
fictional,0
fiddler,0
field,3
fields,1
fiend,0
fiending,0
fierce,1
fiery,0
fiesta,1
fifa,0
fifi,0
fifteen,0
fifth,0
fifty,0
fight,47
fightclub,0
fighter,0
fighters,0
fightin,2
fighting,21
fights,2
figure,1
figured,1
figures,3
figuring,1
fiji,2
fijian,1
fil,0
file,0
filed,1
files,1
filing,0
filipino,0
filipinos,2
fill,2
filled,6
fillet,0
filling,0
fillmore,1
film,4
filmed,0
filming,2
filmmaker,1
filmmakers,0
filmmaking,1
films,0
filter,1
filtered,1
filters,1
filth,1
fin,0
final,3
finale,0
finalize,0
finalizing,0
finally,10
finals,0
finance,0
finances,1
financial,3
financially,0
finchley,0
find,12
finder,0
finding,1
findings,1
finds,3
fine,4
fined,0
fines,0
finest,0
finger,2
fingerpainting,0
fingers,0
fingertips,0
finish,2
finished,4
finisher,0
finishing,1
finland,0
finn,0
finnish,0
fique,0
fir,0
fire,9
firearms,1
fireball,0
fired,1
firefighter,0
firefighters,0
firefighting,0
firehouse,0
fireman,0
firemen,0
firenze,0
fires,1
fireside,0
fireworks,0
firm,3
firms,0
firstly,0
firsts,0
fischer,0
fish,1
fishers,2
fishing,1
fishtank,0
fishy,0
fist,1
fit,3
fitch,0
fitness,14
fits,1
fitted,2
fitting,0
fittings,0
fix,3
fixed,0
fixin,1
fixing,0
fixit,0
fl,0
flag,0
flagpole,0
flags,1
flagship,0
flagstaff,0
flakes,1
flame,0
flames,0
flaming,0
flamingos,0
flammable,0
flan,0
flap,0
flash,1
flashback,2
flashdancers,1
flashes,0
flashlight,1
flat,0
flatiron,0
flatmate,0
flats,0
flatten,13
flattened,0
flattening,1
flaunting,0
flavor,0
flavored,0
flavors,0
flavour,0
flavoured,0
flawed,0
flawless,0
flaws,0
flea,0
flee,0
fleece,0
fleeing,0
fleet,0
fleming,1
flesh,0
fletch,0
fletcher,0
flew,0
flex,13
flexibility,0
flexible,0
flexing,0
flick,0
flies,0
flight,0
flights,1
flightsuit,0
flint,1
flip,4
flippant,0
flipped,0
flipper,0
flipping,1
flips,0
flo,0
float,0
floaters,1
floating,0
floats,0
flock,1
flood,0
flooded,0
flooding,0
floodlights,0
floods,0
floor,2
floors,0
floppy,0
floral,1
florence,0
flores,0
florida,22
floridians,0
florist,0
flour,1
flourish,0
flourishes,0
flouting,0
flow,1
flower,5
flowerchild,1
flowering,0
flowers,9
flowing,1
flown,0
flows,0
floyd,1
flu,10
flue,1
fluff,0
fluffy,0
fluid,0
fluids,1
flushes,0
flushing,1
flute,0
fly,2
flying,1
fm,6
fo,1
foam,3
foaming,0
focus,4
focused,1
focuses,1
focusing,0
focussing,0
fof,1
fog,2
fogging,2
foggy,0
fold,1
folded,0
folder,0
folders,0
foliage,0
folk,0
folke,0
folks,4
follow,34
followed,5
followers,1
follows,1
followup,0
fond,0
font,0
fontana,0
food,27
foodie,0
foods,1
fool,1
fooling,0
foolishness,0
foolproof,0
fools,1
foot,0
footage,3
footages,1
football,2
footballers,0
foothills,0
footprint,0
footprints,0
footsteps,0
footwear,0
footwork,1
footy,0
forbearance,0
forbes,0
forbid,0
forbidden,0
force,2
forced,2
forceful,0
forcefully,0
forces,3
forcing,0
ford,2
forecast,82
forefront,0
forehead,0
foreign,0
foreigners,0
forensics,0
foreseeable,0
foreseen,0
forest,2
forever,5
forget,10
forgive,0
forgiven,0
forgiveness,0
forgiving,0
forgot,0
forgotten,1
fork,1
forlorn,0
form,4
formal,1
formally,0
format,0
formation,0
formed,0
former,0
formerly,0
forming,0
forms,1
formula,0
formulated,0
forrest,0
forsyth,1
fort,3
forth,3
forthcoming,0
forthwith,1
forties,0
fortify,0
fortnight,0
fortunate,1
fortunately,0
fortune,0
forty,0
forum,2
forward,11
forwards,0
foster,0
fostering,0
fought,0
foul,0
found,13
foundation,4
foundations,0
founder,2
founding,0
fountain,1
fountains,0
fourteen,0
fourth,1
fox,1
foxes,0
foxx,0
fps,1
fr,2
frame,0
framed,0
frames,0
framing,0
fran,0
francaise,0
france,9
franchise,5
francis,0
francisco,0
franciscus,0
franco,0
francois,0
frank,1
frankfurt,0
frankie,0
franklin,0
franklins,1
frankly,1
frans,1
frantic,1
fraser,1
fratelli,1
fraternity,1
fraud,0
fraught,0
freak,1
freakin,0
freaking,2
freaks,0
freakshow,1
freaky,0
freckles,0
freddie,1
freddy,0
frederick,0
fredericksburg,0
fredo,0
free,38
freebird,0
freedom,2
freelance,0
freely,0
freestyle,0
freeway,0
freeze,0
freezer,0
freezing,0
freight,0
fremont,0
french,1
frenchie,0
frequencies,0
frequency,0
frequent,5
frequently,1
fresco,0
fresh,11
freshly,0
freshman,1
fret,0
freya,0
fricken,0
frickin,0
friday,17
fridge,0
fried,2
friedman,0
friend,12
friendly,2
friends,23
friendship,2
fries,0
friesland,0
friggin,0
fright,0
frightened,0
frightening,0
frisco,2
frito,0
fro,0
frog,0
frogs,0
front,12
frontal,0
fronting,0
frontline,5
frontlines,1
frost,0
frosted,0
frosty,1
froth,0
frothy,0
frown,0
frozen,1
fruit,1
fruitful,0
fruits,2
fruity,0
frustrated,0
frustrating,0
frustration,1
frustrations,0
fry,0
frying,0
ft,6
ftw,0
fu,0
fuck,54
fucking,11
fuddy,0
fudge,0
fuel,3
fueled,0
fuels,0
fuji,0
fulfill,0
fulfilled,0
fulfilling,1
fulfillment,0
full,16
fuller,0
fullest,0
fullmoon,1
fulltime,1
fully,1
fuming,1
fun,15
function,0
functionality,0
functions,0
fund,7
fundamental,1
fundamentalist,1
funded,0
funding,2
fundraiser,2
fundraising,0
funds,3
funeral,1
funes,1
funhouse,0
funk,2
funky,0
funner,0
funnier,0
funnies,0
funniest,0
funny,11
fur,0
furball,0
furious,0
furiously,0
furnishings,0
furniture,0
furry,0
further,2
furthest,0
fury,0
fused,0
fusion,0
fuss,12
fussing,0
future,4
futuristic,0
fux,0
fuzz,0
fuzzies,0
fuzziness,0
fuzzy,0
fw,1
fye,0
fyi,1
fym,0
g,17
ga,1
gabriel,0
gabriela,0
gadget,0
gaffe,0
gaffers,0
gag,0
gaga,0
gages,1
gails,0
gain,3
gained,0
gaining,0
gains,1
gainsborough,0
gal,0
galatea,0
galaxies,0
galaxy,0
gallagher,0
gallant,0
galleries,0
gallery,3
gallo,0
gallons,0
gallop,0
galo,0
galore,0
gals,1
galway,0
gama,1
gambled,0
gambling,0
game,2
gamer,1
gamers,1
games,3
gaming,4
gamma,0
gan,1
gandalf,0
gandhi,0
gang,0
ganges,0
gangs,0
gangsta,0
gangster,0
gangsters,0
gap,4
gar,1
garage,1
garages,0
garbage,0
garbled,1
garcia,0
garden,19
gardener,0
gardeners,1
gardenia,0
gardening,7
gardens,1
garfield,0
garland,0
garlic,3
garment,0
garments,0
garnett,0
garnish,0
gary,0
garza,0
gas,0
gaston,0
gate,1
gated,0
gatekeeper,0
gates,4
gateshead,0
gateway,0
gather,1
gathered,3
gatherer,0
gatherers,0
gathering,0
gatherings,0
gathers,0
gator,0
gaudi,0
gauge,0
gauntlet,0
gaur,0
gauri,0
gauteng,18
gave,3
gavin,0
gawd,0
gay,6
gaya,0
gaye,0
gays,0
gaza,1
gazed,0
gazing,0
gazpacho,0
gb,1
gc,0
gd,1
gdp,1
gdr,0
ge,1
gear,1
geared,0
gearing,0
gears,0
geary,0
gee,0
geek,0
geeky,0
geese,0
geesh,0
geeta,0
geez,0
gel,3
gem,0
gemini,1
gems,0
gen,0
gender,0
gene,0
genealogy,0
general,4
generally,1
generate,0
generation,2
generations,0
generic,0
generosity,2
generous,4
generously,1
genes,0
genesis,0
genetic,0
genetically,0
geneva,0
genevieve,0
genie,0
genius,0
genocide,2
genres,0
gent,0
gentle,0
gentleman,0
gentlemen,1
gentrification,1
gents,0
genuine,0
genuinely,1
geo,0
geographic,0
geographical,0
geographies,0
geometric,0
george,1
georgetown,1
georgia,11
georgie,0
georgina,1
germ,0
german,2
germany,37
germs,2
gesture,0
get,89
getaway,0
getaways,1
gets,5
gettin,4
getting,24
getty,3
gf,1
gfx,0
gh,1
ghana,40
ghetto,1
ghost,4
ghostintheshell,0
ghostly,0
ghouls,0
giant,0
giants,0
gibson,0
giddy,0
gif,2
gift,4
gifted,0
gifts,7
gig,1
gigantic,0
giggle,0
giggles,0
giggling,0
gigi,0
gigs,0
gilbert,0
gilles,0
gillette,1
gilmore,0
gimli,0
gimme,0
gimmick,0
gimmie,0
gin,1
gina,0
ginger,1
gino,0
gion,0
giordano,0
giorgio,0
giovanni,0
giraffe,0
girard,0
girardeau,1
gird,1
girish,0
girl,3
girlfriend,1
girlfriends,0
girlpower,0
girls,2
git,0
giuseppe,1
give,19
giveaway,4
giveaways,0
given,13
giver,0
gives,1
giving,7
gizmo,0
glad,2
gladly,0
glam,0
glamorous,0
glamour,0
glance,1
glare,0
glasgow,3
glass,1
glasses,6
glaze,1
glazed,0
gleason,2
glen,1
glencoe,0
glendale,0
glide,0
glimmering,0
glimpse,0
glimpses,0
glitch,0
glitches,0
glitter,0
glo,0
global,13
globally,2
globe,2
glock,1
gloom,1
gloomy,0
glorious,1
glory,3
gloss,0
glove,0
gloved,1
gloves,5
glow,1
glowing,0
glucose,0
gm,0
gmail,0
go,84
goa,0
goal,2
goals,0
goan,0
goat,0
gobble,0
goblet,1
goblins,0
god,27
goddamn,0
goddess,1
godfather,0
gods,0
godson,0
godwin,0
godzilla,0
goers,0
goes,5
goethe,0
goggins,0
goggles,0
gogo,0
gogol,0
goin,0
going,44
goku,0
gold,5
goldberg,0
golden,2
goldman,0
golf,2
golfer,0
golfers,0
golfing,0
goli,1
goliath,0
golmaal,0
gomez,0
gomorrah,0
gon,0
gona,1
gone,3
gong,0
goo,0
good,48
goodall,0
goodbye,1
goodbyes,0
goodfellas,0
goodie,0
goodies,0
goodluck,1
goodness,2
goodnight,0
goods,2
goodtime,1
goodtimes,1
goodwill,0
goofing,0
goofy,0
google,3
googled,0
googlemail,0
goon,0
goons,0
goosebumps,0
gop,0
gordo,0
gorge,0
gorgeous,1
gorilla,0
gorky,0
gosh,1
gospel,1
gossip,0
gossipers,1
goswami,0
got,38
gotcha,0
goth,0
gotham,0
gothenburg,0
gothic,0
gotten,0
goulding,1
gourmet,0
gov,0
goverment,0
governance,0
governed,0
governement,0
governing,1
government,20
governmental,0
governments,0
governor,8
governors,2
govt,8
gower,0
gown,1
gowns,0
gp,1
gq,0
gr,0
grab,2
grabbed,1
grabbing,0
grace,0
graceful,0
gracefully,0
graces,0
gracias,0
gracie,0
graciously,0
grad,0
grade,1
grader,0
grads,1
gradually,0
graduate,0
graduated,0
graduates,0
graduating,0
graduation,0
graff,0
graffiti,3
graffitti,0
grafitti,0
graft,0
graham,0
grainger,0
grains,0
gram,0
gramercy,0
grammy,0
grammys,1
gran,1
granada,0
grand,3
grandchildren,1
granddaughter,0
grande,0
grandkid,1
grandkids,0
grandma,0
grandmas,0
grandpa,1
grandparents,0
grandson,1
granger,0
granite,0
granny,0
granola,0
grant,1
granted,2
granting,0
granville,0
grape,0
grapefruit,2
grapes,1
graph,0
graphic,0
graphically,0
graphics,1
grapple,0
grapples,0
grappling,0
gras,0
grasp,0
grasps,0
grass,1
grassroots,0
grate,0
grateful,5
gratitude,1
gratituous,0
grave,0
gravediggers,1
gravel,0
gravity,0
gravy,2
gray,1
grays,0
grayson,0
graze,0
grazia,0
great,22
greater,1
greatest,2
greatful,0
greatly,0
greatness,0
greece,0
greed,1
greedy,0
greek,1
greeks,0
green,7
greenbush,0
greene,0
greenery,1
greenhouse,1
greenleaf,0
greenlight,0
greens,0
greensboro,0
greenscreen,0
greenthumb,1
greenville,0
greenwich,0
greenwood,0
greer,0
greet,0
greeted,0
greeting,1
greetings,0
greg,1
gregg,0
gregor,0
grendel,0
gresham,0
greta,0
gretchen,1
grew,0
grey,1
greyhound,0
grid,2
grief,0
grieving,1
griff,0
griffin,0
griffith,0
griffiths,1
grill,3
grille,0
grilled,1
grilling,0
grim,0
grimaces,0
grind,1
grinders,0
grinding,0
gringos,0
grinning,0
grip,0
gripped,0
grisly,0
grit,0
grits,1
gritty,0
grizzlies,1
grizzly,0
groceries,6
grocers,0
grocery,3
groom,0
grooming,0
groove,1
grooving,0
gross,0
ground,1
grounded,1
groundhog,0
grounding,0
grounds,1
group,9
groups,0
grove,4
grow,2
growing,2
growl,0
growled,0
grown,3
grownup,0
grows,1
growth,3
grub,0
grumpy,1
grunt,0
grunting,0
grupo,0
gs,0
gt,1
gta,0
gti,1
gu,0
guacamole,0
guam,2
guangzhou,0
guarantee,0
guaranteed,0
guard,0
guardhouse,0
guardia,0
guardian,3
guarding,0
guards,0
guatemala,0
gucci,3
guernsey,0
guess,5
guessed,0
guesses,0
guest,1
guests,1
guidance,2
guide,1
guided,0
guideline,0
guidelines,5
guilty,0
guinea,0
guinness,0
guise,0
guitar,2
guitarist,0
guitars,0
gujarat,0
gujarati,0
gulf,1
gum,2
gummy,0
gun,0
guns,0
gunshots,0
gunter,0
gupta,0
guru,0
gus,0
gut,2
guts,0
gutted,0
guy,1
guyana,1
guys,8
guyz,0
gw,0
gwb,1
gye,0
gym,6
gymnasium,0
gymnastics,0
gynecology,0
gypsies,0
gypsy,0
gyro,0
h,12
ha,2
haaa,1
habit,0
habitable,0
habitat,0
habitats,0
habits,1
hack,1
hacked,0
hacker,0
hackers,0
hackney,6
hacks,0
hades,0
hadith,0
hadley,0
hague,0
haha,1
hahaha,0
hahahah,0
hahahaha,0
hai,3
haifa,0
haight,0
haiku,0
hail,2
hailed,0
hailey,1
hailing,0
hails,0
hain,0
hair,9
haircut,5
haircuts,0
hairdo,0
hairdresser,0
hairdressers,0
hairdryer,0
hairlines,0
hairs,0
hairstyle,0
hairstyles,1
hairstylist,0
hairy,1
haiti,0
haji,0
hajj,0
halcyon,0
hale,0
half,9
halfway,0
halifax,0
hall,2
hallam,0
hallelujah,1
hallmark,0
hallo,0
hallowed,0
halloween,0
hallucinations,0
hallways,0
halt,2
halted,0
halting,0
halves,0
ham,2
hamburg,0
hamburger,0
hamilton,3
hammer,1
hammering,0
hammersmith,0
hammock,0
hammond,8
hampden,0
hampering,0
hampshire,0
hampton,0
hamster,0
han,0
hancock,1
hand,20
handbags,0
handcrafted,0
handed,1
handedly,0
handheld,0
handicap,0
handing,0
handiwork,0
handle,1
handled,0
handles,0
handling,1
handmade,3
hands,21
handshake,0
handshakes,0
handsome,0
handwritten,2
handy,0
hang,1
hangin,0
hanging,4
hangout,0
hangouts,0
hangover,0
hanif,0
hankering,0
hanks,0
hannah,0
hanoi,0
hans,0
hansen,1
hanzo,0
happen,2
happend,0
happened,7
happenin,0
happening,5
happenings,0
happens,1
happier,1
happiest,0
happily,1
happiness,1
happy,22
har,0
harass,0
harassment,0
harbor,1
harbour,0
hardcore,0
harder,0
hardest,1
hardhat,1
harding,0
hardly,0
hardship,0
hardships,0
hardware,1
hardwood,0
